"","RFID","Date","Weight","stationname"
"236","942 000002720162",2018-08-22 00:00:00,582,"Belmont"
"237","942 000002720162",2018-12-19 00:00:00,492,"Belmont"
"238","942 000002720162",2019-03-01 00:00:00,520,"Belmont"
"239","942 000002720162",2019-04-02 00:00:00,528,"Belmont"
"240","942 000002720162",2019-05-23 00:00:00,520,"Belmont"
"241","942 000002720162",2019-08-28 00:00:00,576,"Belmont"
"242","942 000002720162",2020-03-24 00:00:00,419,"Belmont"
"243","942 000002720466",2017-12-19 00:00:00,475,"Belmont"
"244","942 000002720466",2018-01-11 00:00:00,540,"Belmont"
"245","942 000002720466",2018-02-01 00:00:00,564,"Belmont"
"246","942 000002720466",2018-02-26 00:00:00,499,"Belmont"
"247","942 000002720466",2018-03-09 00:00:00,500,"Belmont"
"248","942 000002720466",2018-03-14 00:00:00,520,"Belmont"
"249","942 000002720466",2018-04-05 00:00:00,540,"Belmont"
"250","942 000002720466",2018-05-24 00:00:00,562,"Belmont"
"251","942 000002720466",2018-08-22 00:00:00,606,"Belmont"
"252","942 000002720466",2018-11-05 00:00:00,463,"Belmont"
"253","942 000002720466",2018-12-21 00:00:00,458,"Belmont"
"254","942 000002720466",2019-02-28 00:00:00,554,"Belmont"
"255","942 000002720466",2019-04-02 00:00:00,530,"Belmont"
"256","942 000002720466",2019-05-24 00:00:00,552,"Belmont"
"257","942 000002720466",2019-08-28 00:00:00,542,"Belmont"
"258","942 000002720466",2020-03-24 00:00:00,516,"Belmont"
"259","942 000002764879",2017-12-19 00:00:00,594,"Belmont"
"260","942 000002764879",2018-01-11 00:00:00,592,"Belmont"
"261","942 000002764879",2018-02-01 00:00:00,636,"Belmont"
"262","942 000002764879",2018-02-26 00:00:00,560,"Belmont"
"263","942 000002764879",2018-03-09 00:00:00,562,"Belmont"
"264","942 000002764879",2018-03-14 00:00:00,604,"Belmont"
"265","942 000002764879",2018-04-05 00:00:00,634,"Belmont"
"266","942 000002764879",2018-05-24 00:00:00,618,"Belmont"
"267","942 000002764879",2018-08-22 00:00:00,644,"Belmont"
"268","942 000002764879",2018-11-05 00:00:00,514,"Belmont"
"269","942 000002764879",2018-12-21 00:00:00,526,"Belmont"
"270","942 000002764879",2019-02-28 00:00:00,588,"Belmont"
"271","942 000002764879",2019-04-02 00:00:00,580,"Belmont"
"272","942 000002764879",2019-05-24 00:00:00,558,"Belmont"
