"","RFID","Date","Weight","stationname"
"300","982 123518924767",2018-07-26,497,"Tremere"
"301","982 123518924795",2016-12-13,297,"Tremere"
"302","982 123518924795",2017-08-23,389,"Tremere"
"303","982 123518924795",2018-07-26,504,"Tremere"
"304","982 123518924866",2016-12-13,297,"Tremere"
"305","982 123518924866",2017-08-23,414,"Tremere"
"306","982 123518924866",2018-07-23,451,"Tremere"
"307","982 123518924867",2016-12-13,283,"Tremere"
"308","982 123518924867",2017-08-23,392,"Tremere"
"309","982 123518924867",2018-07-26,445,"Tremere"
"310","982 123518924868",2016-12-13,232,"Tremere"
"311","982 123518924868",2017-08-23,299,"Tremere"
"312","982 123518924868",2018-07-26,410,"Tremere"
"313","982 123518924872",2016-12-13,321,"Tremere"
"314","982 123518924872",2017-08-23,437,"Tremere"
"315","982 123518924872",2018-07-26,636,"Tremere"
"316","982 123518924881",2016-12-13,321,"Tremere"
"317","982 123518924881",2017-08-23,402,"Tremere"
"318","982 123518924881",2018-07-23,481,"Tremere"
"319","982 123518924883",2016-12-13,263,"Tremere"
"320","982 123518924883",2017-08-23,378,"Tremere"
"321","982 123518924883",2018-07-23,558,"Tremere"
"322","982 123518924884",2016-12-13,252,"Tremere"
"323","982 123518924884",2017-08-23,368,"Tremere"
"324","982 123518924884",2018-07-31,544,"Tremere"
"325","982 123518924889",2016-12-13,300,"Tremere"
"326","982 123518924889",2017-08-23,399,"Tremere"
"327","982 123518924889",2018-07-23,439,"Tremere"
"328","982 123518924899",2016-12-13,269,"Tremere"
"329","982 123518924899",2017-08-23,359,"Tremere"
"330","982 123518924899",2018-07-26,479,"Tremere"
"331","982 123518924931",2017-11-17,252,"Tremere"
"332","982 123518924931",2017-11-27,251,"Tremere"
"333","982 123518924931",2018-07-25,396,"Tremere"
"334","982 123518924959",2016-12-13,251,"Tremere"
"335","982 123518924959",2017-08-23,333,"Tremere"
"336","982 123518924959",2018-07-23,382,"Tremere"
"337","982 123518924995",2016-05-26,202,"Tremere"
"338","982 123518924995",2016-12-13,306,"Tremere"
"339","982 123518924995",2017-08-23,410,"Tremere"
"340","982 123518924997",2016-12-13,282,"Tremere"
"341","982 123518924997",2017-08-23,393,"Tremere"
"342","982 123518924997",2018-07-26,459,"Tremere"
"343","982 123518925027",2016-12-13,292,"Tremere"
"344","982 123518925027",2017-08-23,402,"Tremere"
"345","982 123518925027",2018-07-26,638,"Tremere"
"346","982 123518925028",2016-12-13,309,"Tremere"
"347","982 123518925028",2017-08-23,416,"Tremere"
"348","982 123518925028",2018-07-26,640,"Tremere"
"349","982 123518925031",2016-12-13,315,"Tremere"
"350","982 123518925031",2017-08-23,390,"Tremere"
"351","982 123518925031",2018-07-23,487,"Tremere"
"352","982 123518925039",2016-12-13,271,"Tremere"
"353","982 123518925039",2017-08-23,406,"Tremere"
"354","982 123518925039",2018-07-26,596,"Tremere"
"355","982 123518925046",2016-12-13,275,"Tremere"
"356","982 123518925046",2017-08-23,390,"Tremere"
"357","982 123518925046",2018-07-26,465,"Tremere"
"358","982 123518925047",2016-12-13,238,"Tremere"
"359","982 123518925047",2017-08-23,348,"Tremere"
"360","982 123518925047",2018-07-31,588,"Tremere"
"361","982 123518925065",2016-10-08,562,"Tremere"
"362","982 123518925065",2017-05-23,570,"Tremere"
"363","982 123518925065",2018-07-26,660,"Tremere"
"364","982 123518925067",2016-10-08,630,"Tremere"
"365","982 123518925067",2017-05-23,660,"Tremere"
"366","982 123518925067",2018-07-26,694,"Tremere"
"367","982 123518925070",2016-10-08,630,"Tremere"
