"","RFID","Weight","Date","Location","cattle_id"
"779","982 126055493192",745.82,2023-02-28 08:20:04,"ViedmaB1","63eca29e09a383fcf30aa6ac"
"780","982 126055493144",611.09,2023-02-28 08:20:16,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"781","982 126055493177",455.67,2023-02-28 08:26:23,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"782","982 126055493173",304.11,2023-02-28 09:07:05,"ViedmaB1","63f336dd1743003b6e081b9c"
"783","982 126055493195",471.57,2023-02-28 09:07:28,"ViedmaB1","63eca29e09a383fcf30aa6af"
"784","982 126055493194",0,2023-02-28 09:07:28,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"785","982 126055493141",483.36,2023-02-28 09:10:17,"ViedmaB1","63eca2a109a383fcf30aa6bb"
"786","982 126055493143",450.73,2023-02-28 09:20:47,"ViedmaB1","63eca2a009a383fcf30aa6b9"
"787","982 126055493183",370.43,2023-02-28 09:23:28,"ViedmaB1","63f336dc1743003b6e081b98"
"788","982 126055493142",446.38,2023-02-28 09:40:46,"ViedmaB1","63eca2a109a383fcf30aa6bc"
"789","982 126055493525",451.88,2023-02-28 09:40:53,"ViedmaB1","63f336dc1743003b6e081b96"
"790","982 126055493195",463.62,2023-03-01 00:35:48,"ViedmaB1","63eca29e09a383fcf30aa6af"
"791","982 126055493187",0,2023-03-01 00:35:48,"ViedmaB1","63eca29f09a383fcf30aa6b6"
"792","982 126055493185",423.67,2023-03-01 00:35:55,"ViedmaB1","63eca2a209a383fcf30aa6c2"
"793","982 126055493140",516.67,2023-03-01 00:36:01,"ViedmaB1","63eca2a109a383fcf30aa6be"
"794","032 010001234771",0,2023-03-01 00:36:07,"ViedmaB1","63eca29e09a383fcf30aa6aa"
"795","982 126055493194",385.82,2023-03-01 00:36:07,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"796","982 126055493194",432.42,2023-03-01 00:36:07,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"797","982 126055493524",400.07,2023-03-01 00:36:23,"ViedmaB1","63eca29f09a383fcf30aa6b3"
"798","982 126055493193",487.75,2023-03-01 00:36:31,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"799","982 126055493184",366.76,2023-03-01 00:36:41,"ViedmaB1","63f336dd1743003b6e081b9d"
"800","982 126055493176",467,2023-03-01 00:36:57,"ViedmaB1","63eca29f09a383fcf30aa6b1"
"801","982 126055493191",391.59,2023-03-01 00:37:02,"ViedmaB1","63f336dc1743003b6e081b97"
"802","982 126055493173",106.46,2023-03-01 00:37:02,"ViedmaB1","63f336dd1743003b6e081b9c"
"803","982 126055493144",556.22,2023-03-01 00:37:09,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"804","982 126055493175",432.43,2023-03-01 00:37:14,"ViedmaB1","63eca29f09a383fcf30aa6b4"
"805","982 126055493181",452.8,2023-03-01 00:37:38,"ViedmaB1","63f336dd1743003b6e081b9b"
"806","982 126055493179",436.62,2023-03-01 00:37:52,"ViedmaB1","63eca29f09a383fcf30aa6b2"
"807","982 126055493180",495.25,2023-03-01 00:38:54,"ViedmaB1","63f336dd1743003b6e081b9e"
"808","982 126055493192",594.93,2023-03-01 00:40:56,"ViedmaB1","63eca29e09a383fcf30aa6ac"
"809","982 126055493182",527,2023-03-01 00:41:07,"ViedmaB1","63eca2a109a383fcf30aa6bf"
"810","982 126055493142",389.11,2023-03-01 00:41:28,"ViedmaB1","63eca2a109a383fcf30aa6bc"
"811","982 126055493189",495.33,2023-03-01 00:42:40,"ViedmaB1","63eca2a209a383fcf30aa6c1"
"812","982 126055493190",362.12,2023-03-01 00:48:19,"ViedmaB1","63eca2a009a383fcf30aa6b8"
"813","982 126055493145",350.68,2023-03-01 00:48:34,"ViedmaB1","63f336dc1743003b6e081b99"
"814","982 126055493178",435.14,2023-03-01 00:48:34,"ViedmaB1","63f336dc1743003b6e081b9a"
"815","982 126055493172",509.77,2023-03-01 00:48:34,"ViedmaB1","63eca29e09a383fcf30aa6ad"
"816","982 126055493143",390.97,2023-03-01 00:48:34,"ViedmaB1","63eca2a009a383fcf30aa6b9"
"817","982 126055493186",440.82,2023-03-01 00:48:37,"ViedmaB1","63eca29f09a383fcf30aa6b0"
"818","982 126055493183",510.25,2023-03-01 00:48:45,"ViedmaB1","63f336dc1743003b6e081b98"
"819","982 126055493525",395.37,2023-03-01 00:48:45,"ViedmaB1","63f336dc1743003b6e081b96"
"820","982 126055493174",509.53,2023-03-01 00:49:24,"ViedmaB1","63eca29f09a383fcf30aa6b5"
"821","982 126055493141",349.84,2023-03-01 00:49:24,"ViedmaB1","63eca2a109a383fcf30aa6bb"
"822","982 126055493177",623.32,2023-03-01 00:49:24,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"823","982 126055493559",230.83,2023-03-02 22:00:01,"ViedmaB1","641bbff5070e1df6ba059f18"
"824","982 126055493178",399.86,2023-03-29 01:01:37,"ViedmaB1","63f336dc1743003b6e081b9a"
"825","982 126055493184",414.02,2023-03-29 01:01:37,"ViedmaB1","63f336dd1743003b6e081b9d"
"826","982 126055493145",880.72,2023-03-29 01:01:48,"ViedmaB1","63f336dc1743003b6e081b99"
"827","982 126055493144",642.12,2023-03-29 01:01:48,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"828","982 126055493524",514.72,2023-03-29 01:01:58,"ViedmaB1","63eca29f09a383fcf30aa6b3"
"829","982 126055493173",389.55,2023-03-29 01:02:25,"ViedmaB1","63f336dd1743003b6e081b9c"
"830","982 126055493185",619.63,2023-03-29 01:02:25,"ViedmaB1","63eca2a209a383fcf30aa6c2"
"831","982 126055493180",0,2023-03-29 01:02:25,"ViedmaB1","63f336dd1743003b6e081b9e"
"832","982 126055493189",558.33,2023-03-29 01:02:35,"ViedmaB1","63eca2a209a383fcf30aa6c1"
"833","982 126055493140",673.68,2023-03-29 01:02:35,"ViedmaB1","63eca2a109a383fcf30aa6be"
"834","982 126055493177",535.62,2023-03-29 01:02:35,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"835","982 126055493177",607.26,2023-03-29 01:02:46,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"836","982 126055493191",788.74,2023-03-29 01:02:46,"ViedmaB1","63f336dc1743003b6e081b97"
"837","982 126055493187",352.09,2023-03-29 01:02:46,"ViedmaB1","63eca29f09a383fcf30aa6b6"
"838","032 010001234771",598.9,2023-03-29 01:03:02,"ViedmaB1","63eca29e09a383fcf30aa6aa"
"839","982 126055493525",547.85,2023-03-29 01:03:02,"ViedmaB1","63f336dc1743003b6e081b96"
"840","032 010001234771",257.34,2023-03-29 01:03:02,"ViedmaB1","63eca29e09a383fcf30aa6aa"
"841","982 126055493194",591.29,2023-03-29 01:03:02,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"842","982 126055493194",600,2023-03-29 01:03:02,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"843","982 126055493142",0,2023-03-29 01:03:02,"ViedmaB1","63eca2a109a383fcf30aa6bc"
"844","982 126055493195",536.23,2023-03-29 01:03:34,"ViedmaB1","63eca29e09a383fcf30aa6af"
"845","982 126055493176",765.05,2023-03-29 01:03:34,"ViedmaB1","63eca29f09a383fcf30aa6b1"
"846","982 126055493186",475.97,2023-03-29 01:03:34,"ViedmaB1","63eca29f09a383fcf30aa6b0"
"847","982 126055493143",400.95,2023-03-29 01:03:34,"ViedmaB1","63eca2a009a383fcf30aa6b9"
"848","982 126055493175",402.5,2023-03-29 01:03:38,"ViedmaB1","63eca29f09a383fcf30aa6b4"
"849","982 126055493193",474.27,2023-03-29 01:03:44,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"850","982 126055493141",451.03,2023-03-29 01:03:44,"ViedmaB1","63eca2a109a383fcf30aa6bb"
"851","982 126055493190",416.1,2023-03-29 01:03:49,"ViedmaB1","63eca2a009a383fcf30aa6b8"
"852","982 126055493192",583.8,2023-03-29 01:04:10,"ViedmaB1","63eca29e09a383fcf30aa6ac"
"853","982 126055493179",503.27,2023-03-29 01:04:10,"ViedmaB1","63eca29f09a383fcf30aa6b2"
"854","982 126055493183",679.88,2023-03-29 01:04:10,"ViedmaB1","63f336dc1743003b6e081b98"
